,Country,1/2/3 PD,Audience Type Category,Vehicle,Spend
325,Japan,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Display Mobile,2876.9298870000002
326,Japan,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Video,8596.603132
327,Japan,CHECK,IN MARKET-3PD BEHAVIOR,Display,0.0
328,Japan,CHECK,IN MARKET-3PD BEHAVIOR,Video,2497.38
329,Japan,DMP-3PD AUDIENCE,DMP-3PD AUDIENCE,Display,5576.46
330,Japan,DMP-3PD AUDIENCE,DMP-3PD AUDIENCE,Display Mobile,293.83
331,Japan,DMP-3PD AUDIENCE,DMP-3PD AUDIENCE,Video,1131.35
332,Japan,DMP-3PD LAL,DMP-3PD LAL,Display,5.462419000000001
333,Japan,DOMAIN-3PD CONTEXTUAL,DOMAIN-3PD CONTEXTUAL,Video,757.672864
334,Japan,IN MARKET-3PD BEHAVIOR,IN MARKET-3PD BEHAVIOR,Display,59203.525209
335,Japan,IN MARKET-3PD BEHAVIOR,IN MARKET-3PD BEHAVIOR,Display Mobile,2936.319863
336,Japan,IN MARKET-3PD BEHAVIOR,IN MARKET-3PD BEHAVIOR,Video,18242.488585
337,Japan,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Display,625.921071
338,Japan,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Display Mobile,134.777898
339,Japan,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Video,341.711049
340,Japan,MEDIA-1PD MEDIA,MEDIA-1PD MEDIA,CTV,0.0
341,Japan,MEDIA-1PD MEDIA,MEDIA-1PD MEDIA,Display,400897.673651184
342,Japan,MEDIA-1PD MEDIA,MEDIA-1PD MEDIA,Video,525316.643224
343,Japan,RETARGET-1PD RETARGET,RETARGET-1PD RETARGET,Display,19689.399107
344,Japan,RETARGET-1PD RETARGET,RETARGET-1PD RETARGET,Display Mobile,1821.638623
345,Japan,RETARGET-1PD RETARGET,RETARGET-1PD RETARGET,Video,5177.861318
346,Japan,SITE IN MARKET-3PD BEHAVIOR,SITE IN MARKET-3PD BEHAVIOR,Display,0.0
347,Korea,ABM-2PD AUDIENCE,ABM-2PD AUDIENCE,Display,6331.672767
348,Korea,ABM-2PD AUDIENCE,ABM-2PD AUDIENCE,Display Mobile,422.075496
349,Korea,ABM-2PD AUDIENCE,ABM-2PD AUDIENCE,Video,1733.426957
350,Korea,AFFINITY-3PD BEHAVIOR,AFFINITY-3PD BEHAVIOR,Display,19846.027226000002
351,Korea,AFFINITY-3PD BEHAVIOR,AFFINITY-3PD BEHAVIOR,Display Mobile,3047.86173
352,Korea,AFFINITY-3PD BEHAVIOR,AFFINITY-3PD BEHAVIOR,Video,10506.787137
353,Korea,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Display,8950.887669
354,Korea,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Display Mobile,2202.200851
355,Korea,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Video,3373.998143
356,Korea,DMP-3PD AUDIENCE,DMP-3PD AUDIENCE,Display,1103.35
357,Korea,DMP-3PD AUDIENCE,DMP-3PD AUDIENCE,Display Mobile,0.0
358,Korea,DMP-3PD AUDIENCE,DMP-3PD AUDIENCE,Video,387.13
359,Korea,DOMAIN-3PD CONTEXTUAL,DOMAIN-3PD CONTEXTUAL,Display,0.0
360,Korea,IN MARKET-3PD BEHAVIOR,IN MARKET-3PD BEHAVIOR,Display,23515.38795
361,Korea,IN MARKET-3PD BEHAVIOR,IN MARKET-3PD BEHAVIOR,Display Mobile,3733.486564
362,Korea,IN MARKET-3PD BEHAVIOR,IN MARKET-3PD BEHAVIOR,Video,16943.03291
363,Korea,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Display,619.441175
364,Korea,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Display Mobile,163.139596
365,Korea,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Video,247.402052
366,Korea,RETARGET-1PD RETARGET,RETARGET-1PD RETARGET,Display,3971.918714
367,Korea,RETARGET-1PD RETARGET,RETARGET-1PD RETARGET,Display Mobile,359.810707
368,Korea,RETARGET-1PD RETARGET,RETARGET-1PD RETARGET,Video,1754.455931
369,Korea,SITE IN MARKET-3PD BEHAVIOR,SITE IN MARKET-3PD BEHAVIOR,Display,0.0
370,Luxembourg,2PD Audience,PUBLISHER-2PD,Social,12923.65
371,Luxembourg,CHECK,IN MARKET-3PD BEHAVIOR,Social,853.95
372,MCLA,3PD Audience,ABM-2PD AUDIENCE,Social,7716.889999999999
373,MCLA,CHECK,IN MARKET-3PD BEHAVIOR,Social,54762.07
374,Malaysia,1PD  Audience,RETARGET-1PD RETARGET,Display,0.0
375,Malaysia,3PD Contextual,IN MARKET-3PD CONTEXTUAL,Display,25904.22
376,Malaysia,3PD Contextual,IN MARKET-3PD CONTEXTUAL,Social,59426.53999999999
377,Malaysia,CHECK,ABM-2PD AUDIENCE,Email,0.0
378,Malaysia,CHECK,IN MARKET-3PD BEHAVIOR,Social,11217.85
379,Malaysia,DOMAIN-3PD CONTEXTUAL,DOMAIN-3PD CONTEXTUAL,Display,8935.687491
380,Malaysia,IN MARKET-3PD CONTEXTUAL,IN MARKET-3PD CONTEXTUAL,Display,12128.323295123
381,Mexico,3PD Audience,ABM-2PD AUDIENCE,Social,70811.68
382,Mexico,3PD Contextual,IN MARKET-3PD CONTEXTUAL,Display,36300.26
383,Mexico,ABM-2PD AUDIENCE,ABM-2PD AUDIENCE,Display,0.0
384,Mexico,CHECK,IN MARKET-3PD BEHAVIOR,Social,144281.71
385,Mexico,IN MARKET-3PD CONTEXTUAL,IN MARKET-3PD CONTEXTUAL,Display,32236.758829
386,Netherlands,1PD  Audience,EMAIL-1PD CRM,Display,0.0
387,Netherlands,1PD  Audience,RETARGET-1PD RETARGET,Display,12596.3
388,Netherlands,2PD Audience,ABM-2PD AUDIENCE,Display,0.0
389,Netherlands,2PD Audience,ABM-2PD AUDIENCE,Video,4173.5
390,Netherlands,2PD Audience,PUBLISHER-2PD,Social,87105.91
391,Netherlands,3PD Audience,ABM-2PD AUDIENCE,Social,26432.16
392,Netherlands,3PD Audience,AFFINITY-3PD BEHAVIOR,Display,0.0
393,Netherlands,3PD Audience,IN MARKET-3PD BEHAVIOR,Display,55579.95
394,Netherlands,3PD Audience,SITE IN MARKET-3PD BEHAVIOR,Display,0.0
395,Netherlands,3PD Contextual,CATEGORY-3PD CONTEXTUAL,Display,0.0
396,Netherlands,3PD Contextual,KCT-3PD CONTEXTUAL,Display,54145.09
397,Netherlands,3PD Contextual,KCT-3PD CONTEXTUAL,Video,10625.0
398,Netherlands,ABM-2PD AUDIENCE,ABM-2PD AUDIENCE,Display,85049.84902381
399,Netherlands,AFFINITY-3PD BEHAVIOR,AFFINITY-3PD BEHAVIOR,Display,73173.45805
400,Netherlands,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Display,19500.000002
401,Netherlands,CHECK,ABM-2PD AUDIENCE,Video,0.0
402,Netherlands,CHECK,IN MARKET-3PD BEHAVIOR,Social,7703.93
403,Netherlands,EMAIL-1PD CRM,EMAIL-1PD CRM,Email,0.0
404,Netherlands,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Display,51946.84814737
405,Netherlands,RETARGET-1PD RETARGET,RETARGET-1PD RETARGET,Display,20547.7209773
406,New Zealand,CHECK,ABM-2PD AUDIENCE,Email,0.0
407,Norway,2PD Audience,PUBLISHER-2PD,Social,9787.25
408,Norway,3PD Contextual,KCT-3PD CONTEXTUAL,Display,0.0
409,Norway,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Display,0.0
410,Portugal,3PD Contextual,KCT-3PD CONTEXTUAL,Display,8772.0
411,SOCO,CHECK,IN MARKET-3PD BEHAVIOR,Social,1386.41
412,Singapore,1PD  Audience,RETARGET-1PD RETARGET,Display,8997.41
413,Singapore,1PD  Audience,RETARGET-1PD RETARGET,Video,1950.8799999999999
414,Singapore,2PD Audience,PUBLISHER-2PD,Social,25972.21
415,Singapore,3PD Audience,ABM-2PD AUDIENCE,Display,1497.91
416,Singapore,3PD Audience,ABM-2PD AUDIENCE,Video,400.75
417,Singapore,3PD Audience,AFFINITY-3PD BEHAVIOR,Display,13271.24
418,Singapore,3PD Audience,AFFINITY-3PD BEHAVIOR,Video,3186.67
419,Singapore,3PD Audience,DMP-3PD AUDIENCE,Display,1739.24
420,Singapore,3PD Audience,DMP-3PD AUDIENCE,Video,764.46
421,Singapore,3PD Audience,DMP-3PD LAL,Display,0.0
422,Singapore,3PD Audience,DMP-3PD LAL,Video,0.18
423,Singapore,3PD Audience,IN MARKET-3PD BEHAVIOR,Display,18071.69
424,Singapore,3PD Audience,IN MARKET-3PD BEHAVIOR,Video,8293.98
425,Singapore,3PD Audience,SITE IN MARKET-3PD BEHAVIOR,Display,0.0
426,Singapore,3PD Contextual,CATEGORY-3PD CONTEXTUAL,Display,12348.09
427,Singapore,3PD Contextual,CATEGORY-3PD CONTEXTUAL,Video,8846.78
428,Singapore,3PD Contextual,IN MARKET-3PD CONTEXTUAL,Display,80961.8
429,Singapore,3PD Contextual,IN MARKET-3PD CONTEXTUAL,Social,1337.23
430,Singapore,3PD Contextual,KCT-3PD CONTEXTUAL,Display,4281.86
431,Singapore,3PD Contextual,KCT-3PD CONTEXTUAL,Video,1893.4
432,Singapore,ABM-2PD AUDIENCE,ABM-2PD AUDIENCE,Display,8229.334579999999
433,Singapore,ABM-2PD AUDIENCE,ABM-2PD AUDIENCE,Display Mobile,819.236257
434,Singapore,ABM-2PD AUDIENCE,ABM-2PD AUDIENCE,Video,4135.276917
435,Singapore,AFFINITY-3PD BEHAVIOR,AFFINITY-3PD BEHAVIOR,Display,4878.215572
436,Singapore,AFFINITY-3PD BEHAVIOR,AFFINITY-3PD BEHAVIOR,Display Mobile,1094.471831
437,Singapore,AFFINITY-3PD BEHAVIOR,AFFINITY-3PD BEHAVIOR,Video,5013.494477
438,Singapore,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Display,5688.826997
439,Singapore,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Display Mobile,751.759051
440,Singapore,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Video,3372.973384
441,Singapore,CHECK,ABM-2PD AUDIENCE,Email,0.0
442,Singapore,CHECK,IN MARKET-3PD BEHAVIOR,Social,124438.5
443,Singapore,DMP-3PD AUDIENCE,DMP-3PD AUDIENCE,Display,0.0
444,Singapore,DMP-3PD AUDIENCE,DMP-3PD AUDIENCE,Display Mobile,0.0
445,Singapore,DMP-3PD LAL,DMP-3PD LAL,Display,1.5081529999999999
446,Singapore,DMP-3PD LAL,DMP-3PD LAL,Video,196.101555
447,Singapore,IN MARKET-3PD BEHAVIOR,IN MARKET-3PD BEHAVIOR,Display,41074.237334
448,Singapore,IN MARKET-3PD BEHAVIOR,IN MARKET-3PD BEHAVIOR,Display Mobile,2051.195651
449,Singapore,IN MARKET-3PD BEHAVIOR,IN MARKET-3PD BEHAVIOR,Video,23094.677574
450,Singapore,IN MARKET-3PD CONTEXTUAL,IN MARKET-3PD CONTEXTUAL,Display,44108.19376832
451,Singapore,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Display,801.6079830000001
452,Singapore,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Display Mobile,468.562744
453,Singapore,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Video,989.236727
454,Singapore,RETARGET-1PD RETARGET,RETARGET-1PD RETARGET,Display,5193.688593
455,Singapore,RETARGET-1PD RETARGET,RETARGET-1PD RETARGET,Display Mobile,904.79399
456,Singapore,RETARGET-1PD RETARGET,RETARGET-1PD RETARGET,Video,3189.010255
457,Singapore,SITE IN MARKET-3PD BEHAVIOR,SITE IN MARKET-3PD BEHAVIOR,Display,0.0
458,South Africa,2PD Audience,ABM-2PD AUDIENCE,Display,0.0
459,South Africa,2PD Audience,ABM-2PD AUDIENCE,Video,0.0
460,South Africa,2PD Audience,PUBLISHER-2PD,Social,29750.55
461,South Africa,ABM-2PD AUDIENCE,ABM-2PD AUDIENCE,Display,3482.467343
462,South Korea,1PD  Audience,RETARGET-1PD RETARGET,Display,8957.1
463,South Korea,1PD  Audience,RETARGET-1PD RETARGET,Video,1552.02
464,South Korea,2PD Audience,PUBLISHER-2PD,Social,10540.21
465,South Korea,3PD Audience,ABM-2PD AUDIENCE,Display,6705.22
466,South Korea,3PD Audience,ABM-2PD AUDIENCE,Video,1276.27
467,South Korea,3PD Audience,AFFINITY-3PD BEHAVIOR,Display,31719.17
468,South Korea,3PD Audience,AFFINITY-3PD BEHAVIOR,Video,8080.969999999999
469,South Korea,3PD Audience,DMP-3PD AUDIENCE,Display,2609.26
470,South Korea,3PD Audience,DMP-3PD AUDIENCE,Video,724.49
471,South Korea,3PD Audience,DMP-3PD LAL,Display,0.0
472,South Korea,3PD Audience,DMP-3PD LAL,Video,0.0
473,South Korea,3PD Audience,IN MARKET-3PD BEHAVIOR,Display,58379.63
474,South Korea,3PD Audience,IN MARKET-3PD BEHAVIOR,Video,16102.92
475,South Korea,3PD Audience,SITE IN MARKET-3PD BEHAVIOR,Display,0.0
476,South Korea,3PD Contextual,CATEGORY-3PD CONTEXTUAL,Display,20403.04
477,South Korea,3PD Contextual,CATEGORY-3PD CONTEXTUAL,Video,10361.17
478,South Korea,3PD Contextual,DOMAIN-3PD CONTEXTUAL,Display,863.91
479,South Korea,3PD Contextual,KCT-3PD CONTEXTUAL,Display,2081.22
480,South Korea,3PD Contextual,KCT-3PD CONTEXTUAL,Video,1043.97
481,South Korea,CHECK,IN MARKET-3PD BEHAVIOR,Display,0.0
482,South Korea,CHECK,IN MARKET-3PD BEHAVIOR,Video,1099.82
483,Spain,2PD Audience,ABM-2PD AUDIENCE,Display,0.0
484,Spain,2PD Audience,ABM-2PD AUDIENCE,Video,10030.01
485,Spain,2PD Audience,PUBLISHER-2PD,Social,18396.39
486,Spain,3PD Audience,ABM-2PD AUDIENCE,Social,16781.010000000002
487,Spain,3PD Audience,AFFINITY-3PD BEHAVIOR,Display,11635.27
488,Spain,3PD Audience,SITE IN MARKET-3PD BEHAVIOR,Display,0.0
489,Spain,3PD Contextual,CATEGORY-3PD CONTEXTUAL,Display,0.0
490,Spain,3PD Contextual,KCT-3PD CONTEXTUAL,Display,32571.97
491,Spain,3PD Contextual,KCT-3PD CONTEXTUAL,Video,20346.0
492,Spain,ABM-2PD AUDIENCE,ABM-2PD AUDIENCE,Display,69718.1745935
493,Spain,AFFINITY-3PD BEHAVIOR,AFFINITY-3PD BEHAVIOR,Display,64686.60872554
494,Spain,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Display,8999.9999997
495,Spain,CHECK,IN MARKET-3PD BEHAVIOR,Social,8835.11
496,Spain,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Display,60290.010045999996
497,Sweden,2PD Audience,ABM-2PD AUDIENCE,Display,0.0
498,Sweden,2PD Audience,ABM-2PD AUDIENCE,Video,8584.99
499,Sweden,2PD Audience,PUBLISHER-2PD,Social,118523.11
500,Sweden,3PD Audience,ABM-2PD AUDIENCE,Social,23357.16
501,Sweden,3PD Audience,AFFINITY-3PD BEHAVIOR,Display,0.0
502,Sweden,3PD Contextual,CATEGORY-3PD CONTEXTUAL,Display,0.0
503,Sweden,3PD Contextual,KCT-3PD CONTEXTUAL,Display,18530.18
504,Sweden,3PD Contextual,KCT-3PD CONTEXTUAL,Video,0.0
505,Sweden,ABM-2PD AUDIENCE,ABM-2PD AUDIENCE,Display,70165.632432014
506,Sweden,AFFINITY-3PD BEHAVIOR,AFFINITY-3PD BEHAVIOR,Display,8158.4591274
507,Sweden,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Display,6999.9999977
508,Sweden,CHECK,IN MARKET-3PD BEHAVIOR,Social,7747.5599999999995
509,Sweden,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Display,34455.37405838
510,Switzerland,1PD  Audience,RETARGET-1PD RETARGET,Display,6433.94
511,Switzerland,2PD Audience,ABM-2PD AUDIENCE,Display,0.0
512,Switzerland,2PD Audience,ABM-2PD AUDIENCE,Video,8584.99
513,Switzerland,2PD Audience,PUBLISHER-2PD,Social,78649.86
514,Switzerland,3PD Audience,ABM-2PD AUDIENCE,Social,16745.27
515,Switzerland,3PD Audience,AFFINITY-3PD BEHAVIOR,Display,0.0
516,Switzerland,3PD Audience,DMP-3PD AUDIENCE,Display,0.0
517,Switzerland,3PD Audience,DMP-3PD LAL,Display,16198.37
518,Switzerland,3PD Contextual,CATEGORY-3PD CONTEXTUAL,Display,0.0
519,Switzerland,3PD Contextual,KCT-3PD CONTEXTUAL,Display,27200.100000000002
520,Switzerland,3PD Contextual,KCT-3PD CONTEXTUAL,Video,10776.0
521,Switzerland,ABM-2PD AUDIENCE,ABM-2PD AUDIENCE,Display,40702.0551843
522,Switzerland,AFFINITY-3PD BEHAVIOR,AFFINITY-3PD BEHAVIOR,Display,33418.231
523,Switzerland,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Display,17999.999999
524,Switzerland,CHECK,IN MARKET-3PD BEHAVIOR,Social,31939.19
525,Switzerland,DMP-3PD LAL,DMP-3PD LAL,Display,2572.246099792
526,Switzerland,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Display,45772.509956400005
527,Switzerland,RETARGET-1PD RETARGET,RETARGET-1PD RETARGET,Display,9622.4037937
528,United Arab Emirates,2PD Audience,PUBLISHER-2PD,Social,11510.689999999999
529,United Kingdom,1PD  Audience,EMAIL-1PD CRM,Display,0.0
530,United Kingdom,1PD  Audience,LAPSED-1PD PIXEL,Display,36719.33
531,United Kingdom,1PD  Audience,MEDIA-1PD MEDIA,Display,0.0
532,United Kingdom,1PD  Audience,RETARGET-1PD RETARGET,Display,76272.71
533,United Kingdom,2PD Audience,ABM-2PD AUDIENCE,Display,102152.57
534,United Kingdom,2PD Audience,ABM-2PD AUDIENCE,Video,10200.0
535,United Kingdom,2PD Audience,DMP-2PD AUDIENCE,Display,31027.219999999998
536,United Kingdom,2PD Audience,PUBLISHER-2PD,Display,90774.01
537,United Kingdom,2PD Audience,PUBLISHER-2PD,Social,1049081.4
538,United Kingdom,3PD Audience,ABM-2PD AUDIENCE,Social,63407.0
539,United Kingdom,3PD Audience,DIGITAL-3PD RETARGET EXPOSED,Display,3405.7799999999997
540,United Kingdom,3PD Audience,DMP-3PD AUDIENCE,Display,30289.699999999997
541,United Kingdom,3PD Audience,IN MARKET-3PD BEHAVIOR,Display,97994.35
542,United Kingdom,3PD Audience,SITE IN MARKET-3PD BEHAVIOR,Display,0.0
543,United Kingdom,3PD Contextual,CATEGORY-3PD CONTEXTUAL,Display,0.0
544,United Kingdom,3PD Contextual,IN MARKET-3PD CONTEXTUAL,Display,73759.29
545,United Kingdom,3PD Contextual,KCT-3PD CONTEXTUAL,Display,133195.2
546,United Kingdom,3PD Contextual,KCT-3PD CONTEXTUAL,Video,0.0
547,United Kingdom,ABM-2PD AUDIENCE,ABM-2PD AUDIENCE,Display,222873.1107311
548,United Kingdom,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Display,96611.79945442
549,United Kingdom,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Video,24756.644927
550,United Kingdom,CHECK,ABM-2PD AUDIENCE,Display,0.0
551,United Kingdom,CHECK,ABM-2PD AUDIENCE,Video,0.0
552,United Kingdom,CHECK,IN MARKET-3PD BEHAVIOR,Social,21891.12
553,United Kingdom,DIGITAL-3PD RETARGET EXPOSED,DIGITAL-3PD RETARGET EXPOSED,Display,1640.1
554,United Kingdom,DMP-2PD AUDIENCE,DMP-2PD AUDIENCE,Display,7999.999999625
555,United Kingdom,IN MARKET-3PD BEHAVIOR,IN MARKET-3PD BEHAVIOR,Display,109083.0528333
556,United Kingdom,IN MARKET-3PD CONTEXTUAL,IN MARKET-3PD CONTEXTUAL,Display,94775.97761
557,United Kingdom,IN MARKET-3PD CONTEXTUAL,IN MARKET-3PD CONTEXTUAL,Display Mobile,0.0
558,United Kingdom,KCT-3PD CONTEXTUAL,KCT-3PD CONTEXTUAL,Display,85654.379563769
559,United Kingdom,LAPSED-1PD PIXEL,LAPSED-1PD PIXEL,Display,84081.69589
560,United Kingdom,PUBLISHER-2PD,PUBLISHER-2PD,Display,13259.34324
561,United Kingdom,RETARGET-1PD RETARGET,RETARGET-1PD RETARGET,Display,72311.541394752
562,United Kingdom,SITE IN MARKET-3PD BEHAVIOR,SITE IN MARKET-3PD BEHAVIOR,Display,120849.90086
563,United Kingdom,SITE IN MARKET-3PD BEHAVIOR,SITE IN MARKET-3PD BEHAVIOR,Display Mobile,15088.74906
564,United Kingdom,SITE IN MARKET-3PD BEHAVIOR,SITE IN MARKET-3PD BEHAVIOR,Video,0.0
565,United States,1PD  Audience,CRM-1PD CRM,Audio,3169.1
566,United States,1PD  Audience,CRM-1PD CRM,Display,191923.99
567,United States,1PD  Audience,CRM-1PD CRM,Lead Generation,92779.70999999999
568,United States,1PD  Audience,CRM-1PD CRM,Social,243496.28
569,United States,1PD  Audience,CRM-1PD CRM,Video,80335.05
570,United States,1PD  Audience,EMAIL-1PD CRM,Social,63920.78
571,United States,1PD  Audience,LAPSED-1PD PIXEL,Display,9525.8
572,United States,1PD  Audience,LAPSED-1PD PIXEL,Video,0.0
573,United States,1PD  Audience,MEDIA-1PD MEDIA,Display,31258.29
574,United States,1PD  Audience,MEDIA-1PD MEDIA,Video,1581665.64
575,United States,1PD  Audience,PERSONA-1PD RETARGET,Social,2331445.62
576,United States,1PD  Audience,RETARGET-1PD RETARGET,Display,4973550.46
577,United States,1PD  Audience,RETARGET-1PD RETARGET,Social,445555.7
578,United States,1PD  Audience,RETARGET-1PD RETARGET,Video,407868.4
579,United States,2PD Audience,ABM-2PD AUDIENCE,Social,87274.26
580,United States,2PD Audience,PUBLISHER-2PD,Audio,50284.03
581,United States,2PD Audience,PUBLISHER-2PD,Display,0.0
582,United States,3PD Audience,ABM-2PD AUDIENCE,Display,297914.1
583,United States,3PD Audience,AFFINITY-3PD BEHAVIOR,CTV,0.0
584,United States,3PD Audience,AFFINITY-3PD BEHAVIOR,Display,1503343.62
585,United States,3PD Audience,AFFINITY-3PD BEHAVIOR,Social,3102438.62
586,United States,3PD Audience,AFFINITY-3PD BEHAVIOR,Video,1773228.45
587,United States,3PD Audience,AUDIO-3PD RETARGET EXPOSED,Audio,326.7
588,United States,3PD Audience,CTV-3PD RETARGET EXPOSED,Audio,6177.99
589,United States,3PD Audience,CTV-3PD RETARGET EXPOSED,CTV,8394.82
590,United States,3PD Audience,CTV-3PD RETARGET EXPOSED,Video,36068.149999999994
591,United States,3PD Audience,DIGITAL-3PD RETARGET EXPOSED,Display,32063.85
592,United States,3PD Audience,DIGITAL-3PD RETARGET EXPOSED,Video,34664.520000000004
593,United States,3PD Audience,DMP-3PD AUDIENCE,Audio,240656.25
594,United States,3PD Audience,DMP-3PD AUDIENCE,CTV,89809.22
595,United States,3PD Audience,DMP-3PD AUDIENCE,Display,119963.51
596,United States,3PD Audience,DMP-3PD AUDIENCE,Video,11594786.13
597,United States,3PD Audience,DMP-3PD LAL,Display,41894.95
598,United States,3PD Audience,DMP-3PD LAL,Video,0.0
599,United States,3PD Audience,IN MARKET-3PD BEHAVIOR,Display,98036.69
600,United States,3PD Audience,IN MARKET-3PD BEHAVIOR,Social,187960.99
601,United States,3PD Audience,IN MARKET-3PD BEHAVIOR,Video,214581.1
602,United States,3PD Audience,MEDIA-3PD RETARGET EXPOSED,Display,0.0
603,United States,3PD Audience,MEDIA-3PD RETARGET EXPOSED,Lead Generation,0.0
604,United States,3PD Audience,PIXEL-3PD LAL,Display,32397.65
605,United States,3PD Audience,PIXEL-3PD LAL,Social,1030813.77
606,United States,3PD Audience,ROS-3PD PMP,Display,0.0
607,United States,3PD Audience,SITE IN MARKET-3PD BEHAVIOR,Display,158530.03
608,United States,3PD Audience,SITE IN MARKET-3PD BEHAVIOR,Video,35598.76
609,United States,3PD Audience,VIDEO-3PD RETARGET EXPOSED,Audio,5732.3
610,United States,3PD Audience,VIDEO-3PD RETARGET EXPOSED,CTV,4361.79
611,United States,3PD Contextual,CATEGORY-3PD CONTEXTUAL,Audio,436274.56
612,United States,3PD Contextual,CATEGORY-3PD CONTEXTUAL,CTV,31820.32
613,United States,3PD Contextual,CATEGORY-3PD CONTEXTUAL,Display,4733696.81
614,United States,3PD Contextual,CATEGORY-3PD CONTEXTUAL,Lead Generation,44093.94
615,United States,3PD Contextual,CATEGORY-3PD CONTEXTUAL,Social,206663.82
616,United States,3PD Contextual,CATEGORY-3PD CONTEXTUAL,Video,1824997.2
617,United States,3PD Contextual,CONQUESTING,CTV,56022.509999999995
618,United States,3PD Contextual,DOMAIN-3PD CONTEXTUAL,Display,241288.33
619,United States,3PD Contextual,DOMAIN-3PD CONTEXTUAL,Lead Generation,38651.14
620,United States,3PD Contextual,IN MARKET-3PD CONTEXTUAL,Display,50175.82
621,United States,3PD Contextual,KCT-3PD CONTEXTUAL,Display,81477.2
622,United States,3PD Contextual,KCT-3PD CONTEXTUAL,Social,1400215.1300000001
623,United States,3PD Contextual,KCT-3PD CONTEXTUAL,Video,0.0
624,United States,3PD Contextual,SITE IN MARKET-3PD BEHAVIOR,Display,0.0
625,United States,3PD Contextual,SITE IN MARKET-3PD BEHAVIOR,Video,17268.95
626,United States,ABM-2PD AUDIENCE,ABM-2PD AUDIENCE,Display,204217.151258592
627,United States,AFFINITY-3PD BEHAVIOR,AFFINITY-3PD BEHAVIOR,CTV,1067946.090014
628,United States,AFFINITY-3PD BEHAVIOR,AFFINITY-3PD BEHAVIOR,Display,1240795.837554843
629,United States,AFFINITY-3PD BEHAVIOR,AFFINITY-3PD BEHAVIOR,Display Mobile,359783.2280133
630,United States,AFFINITY-3PD BEHAVIOR,AFFINITY-3PD BEHAVIOR,Video,1798041.52036978
631,United States,AUDIO-3PD RETARGET EXPOSED,AUDIO-3PD RETARGET EXPOSED,CTV,67419.6442223
632,United States,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Audio,458349.018366
633,United States,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,CTV,2243942.1018678
634,United States,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Display,3843205.856994648
635,United States,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Display Mobile,961131.957903095
636,United States,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Lead Generation,40554.675
637,United States,CATEGORY-3PD CONTEXTUAL,CATEGORY-3PD CONTEXTUAL,Video,1468079.6433531
638,United States,CHECK,CATEGORY-3PD CONTEXTUAL,Display,0.0
639,United States,CHECK,IN MARKET-3PD BEHAVIOR,Lead Generation,0.0
640,United States,CHECK,IN MARKET-3PD BEHAVIOR,Social,17529.61
641,United States,CHECK,KCT-2PD CONTEXTUAL,Display,3627.74
642,United States,CHECK,RETARGET-1PD RETARGET,Display,0.0
643,United States,CONQUESTING,CONQUESTING,CTV,476913.24284
644,United States,CRM-1PD CRM,CRM-1PD CRM,Display,261323.785863308
645,United States,CRM-1PD CRM,CRM-1PD CRM,Display Mobile,125380.956495227
