,Region:Request Segment,Browser,Revenue,Visits,Unique Visitors,Browser_Group,Region_Group
949,EMEA:Corporate Online,Google Chrome 106.0,13442.23,1619.0,1185.0,Google,EMEA
950,EMEA:Corporate Online,Google Chrome 105.0,13220.74,1884.0,1207.0,Google,EMEA
951,EMEA:Corporate Online,Chrome 114.0,12727.56,150.0,116.0,Chrome,EMEA
952,EMEA:Corporate Online,Safari 15.5,10607.26,3259.0,2689.0,Safari,EMEA
953,EMEA:Corporate Online,Microsoft Edge 103.0,8381.43,360.0,232.0,Microsoft,EMEA
954,EMEA:Corporate Online,Samsung Browser 20.0,7422.4,60915.0,52103.0,Samsung,EMEA
955,EMEA:Corporate Online,Opera 97.0,6264.82,15592.0,9750.0,Opera,EMEA
956,EMEA:Corporate Online,Mozilla Firefox 95.0,6040.43,118.0,89.0,Mozilla,EMEA
957,EMEA:Corporate Online,Mozilla Firefox 91.0,5296.07,1181.0,843.0,Mozilla,EMEA
958,EMEA:Corporate Online,Google Chrome 88.0,4609.63,18747.0,18621.0,Google,EMEA
959,EMEA:Corporate Online,Google Chrome 95.0,4593.27,287.0,187.0,Google,EMEA
960,EMEA:Corporate Online,Google Chrome 87.0,3492.3,3600.0,735.0,Google,EMEA
961,EMEA:Corporate Online,Chrome 110.0,3449.57,44443.0,36533.0,Chrome,EMEA
962,EMEA:Corporate Online,Opera 98.0,3301.3,921.0,517.0,Opera,EMEA
963,EMEA:Corporate Online,Mozilla Firefox 90.0,3037.61,54.0,38.0,Mozilla,EMEA
964,EMEA:Corporate Online,Mozilla Firefox 104.0,3035.5,326.0,233.0,Mozilla,EMEA
965,EMEA:Corporate Online,Whale 3.19,2562.32,13.0,6.0,Whale,EMEA
966,EMEA:Corporate Online,Safari 16.2,1591.16,31633.0,25204.0,Safari,EMEA
967,EMEA:Corporate Online,Safari 15.6.1,1375.89,1155.0,944.0,Safari,EMEA
968,EMEA:Corporate Online,Mozilla Firefox 107.0,1217.6,908.0,688.0,Mozilla,EMEA
969,EMEA:Corporate Online,Google Chrome 81.0,737.01,197.0,156.0,Google,EMEA
970,EMEA:Corporate Online,Microsoft Edge 92.0,359.1,4751.0,4486.0,Microsoft,EMEA
971,EMEA:Corporate Online,Mozilla Firefox 98.0,253.01,171.0,115.0,Mozilla,EMEA
972,EMEA:Corporate Online,Google Chrome 89.0,154.5,415.0,281.0,Google,EMEA
973,EMEA:Corporate Online,Microsoft Edge 85.0,111.41,55.0,47.0,Microsoft,EMEA
974,EMEA:Corporate Online,Chrome Mobile 109.0,0.0,62968.0,53014.0,Chrome,EMEA
975,EMEA:Corporate Online,Safari,0.0,28102.0,24690.0,Safari,EMEA
976,EMEA:Corporate Online,Safari 16.0,0.0,21918.0,17668.0,Safari,EMEA
977,EMEA:Corporate Online,Safari 15.6,0.0,20233.0,16246.0,Safari,EMEA
978,EMEA:Corporate Online,Samsung Browser 19.0,0.0,10736.0,9637.0,Samsung,EMEA
979,EMEA:Corporate Online,Chrome Mobile 108.0,0.0,5847.0,4567.0,Chrome,EMEA
980,EMEA:Corporate Online,Chrome Mobile 107.0,0.0,3379.0,2771.0,Chrome,EMEA
981,EMEA:Corporate Online,Safari 14.1,0.0,3266.0,2638.0,Safari,EMEA
982,EMEA:Corporate Online,Chrome Mobile 106.0,0.0,2873.0,2370.0,Chrome,EMEA
983,EMEA:Corporate Online,Opera 63.0,0.0,2521.0,2521.0,Opera,EMEA
984,EMEA:Corporate Online,Chrome Mobile 104.0,0.0,2346.0,2031.0,Chrome,EMEA
985,EMEA:Corporate Online,Chrome Mobile 103.0,0.0,2239.0,1900.0,Chrome,EMEA
986,EMEA:Corporate Online,Safari 16.5,0.0,2163.0,1716.0,Safari,EMEA
987,EMEA:Corporate Online,Chrome Mobile 105.0,0.0,1964.0,1635.0,Chrome,EMEA
988,EMEA:Corporate Online,Safari 15.4,0.0,1918.0,1507.0,Safari,EMEA
989,EMEA:Corporate Online,Google Chrome 78.0,0.0,1593.0,1272.0,Google,EMEA
990,EMEA:Corporate Online,Huawei Browser 13.0,0.0,1334.0,1049.0,Huawei,EMEA
991,EMEA:Corporate Online,Mozilla Firefox 68.0,0.0,1222.0,1177.0,Mozilla,EMEA
992,EMEA:Corporate Online,Safari 14.0,0.0,1211.0,1014.0,Safari,EMEA
993,EMEA:Corporate Online,Mozilla Firefox 106.0,0.0,1146.0,404.0,Mozilla,EMEA
994,EMEA:Corporate Online,Chrome Mobile 95.0,0.0,1134.0,906.0,Chrome,EMEA
995,EMEA:Corporate Online,Samsung Browser 12.1,0.0,1087.0,1079.0,Samsung,EMEA
996,EMEA:Corporate Online,Google Chrome 79.0,0.0,1013.0,812.0,Google,EMEA
997,EMEA:Corporate Online,Chrome Mobile 87.0,0.0,1011.0,760.0,Chrome,EMEA
998,EMEA:Corporate Online,Chrome Mobile 75.0,0.0,996.0,993.0,Chrome,EMEA
999,EMEA:Corporate Online,::other::,0.0,55834.0,0.0,other,EMEA
1000,AMER,Chrome 111.0,19793957.04,221046.0,193614.0,Chrome,AMER
1001,AMER,Google Chrome (unknown version),15218850.47,126161.0,109122.0,Google,AMER
1002,AMER,Chrome 112.0,14695603.59,139388.0,123072.0,Chrome,AMER
1003,AMER,Edge 112.0,12090196.16,40648.0,34513.0,Edge,AMER
1004,AMER,Edge 111.0,9898099.21,43516.0,37221.0,Edge,AMER
1005,AMER,Google Chrome 109.0,8330963.82,94190.0,83271.0,Google,AMER
1006,AMER,Chrome 110.0,7365070.26,92901.0,84621.0,Chrome,AMER
1007,AMER,Edge 110.0,5250210.0,26340.0,23102.0,Edge,AMER
1008,AMER,Microsoft Edge 109.0,3046716.76,17556.0,15490.0,Microsoft,AMER
1009,AMER,Firefox 111.0,2167868.17,12870.0,11239.0,Firefox,AMER
1010,AMER,Safari 16.3,1704058.33,67137.0,60036.0,Safari,AMER
1011,AMER,Firefox 112.0,1595093.08,7813.0,6945.0,Firefox,AMER
1012,AMER,Mozilla Firefox 109.0,1202861.31,7688.0,6929.0,Mozilla,AMER
1013,AMER,Safari,1114878.94,58421.0,55236.0,Safari,AMER
1014,AMER,Firefox 110.0,951357.33,11726.0,7145.0,Firefox,AMER
1015,AMER,Google Chrome 108.0,854824.9,8553.0,7637.0,Google,AMER
1016,AMER,Safari 16.4,833492.5,18518.0,16843.0,Safari,AMER
1017,AMER,Mozilla Firefox (unknown version),822108.17,6866.0,6190.0,Mozilla,AMER
1018,AMER,Google Chrome 100.0,706017.33,679.0,504.0,Google,AMER
1019,AMER,Chrome 113.0,456124.43,3055.0,2846.0,Chrome,AMER
1020,AMER,Safari 0.8.2,402281.26,16412.0,14495.0,Safari,AMER
1021,AMER,Safari 16.2,398455.3,21348.0,19401.0,Safari,AMER
1022,AMER,Safari 16.1,339045.11,22406.0,20426.0,Safari,AMER
1023,AMER,Mozilla Firefox 102.0,278016.28,2386.0,2063.0,Mozilla,AMER
1024,AMER,Google Chrome 107.0,264247.25,1940.0,1707.0,Google,AMER
1025,AMER,Chrome 110.0,209679.86,26087.0,24282.0,Chrome,AMER
1026,AMER,Microsoft Edge 107.0,201865.59,350.0,305.0,Microsoft,AMER
1027,AMER,Safari 15.6,178663.6,12236.0,11205.0,Safari,AMER
1028,AMER,Edge 113.0,163092.98,105.0,87.0,Edge,AMER
1029,AMER,Chrome Mobile 109.0,158746.71,30865.0,29093.0,Chrome,AMER
1030,AMER,Google Chrome 106.0,151516.24,999.0,890.0,Google,AMER
1031,AMER,Safari 15.5,141309.11,2837.0,2610.0,Safari,AMER
1032,AMER,Google Chrome 103.0,138028.95,1915.0,1695.0,Google,AMER
1033,AMER,Google Chrome 105.0,129754.95,1410.0,1243.0,Google,AMER
1034,AMER,Microsoft Edge 108.0,124251.89,1365.0,1238.0,Microsoft,AMER
1035,AMER,Samsung Browser 20.0,108141.93,13003.0,11567.0,Samsung,AMER
1036,AMER,VivoBrowser 14.2,99800.0,1.0,1.0,Browser,AMER
1037,AMER,Microsoft Edge 106.0,71579.69,173.0,148.0,Microsoft,AMER
1038,AMER,VivoBrowser 13.5,70796.5,4.0,4.0,Browser,AMER
1039,AMER,Google Chrome 98.0,69555.65,319.0,288.0,Google,AMER
1040,AMER,Safari 16.0,63704.61,9266.0,8544.0,Safari,AMER
1041,AMER,Google Chrome 84.0,57064.51,119.0,96.0,Google,AMER
1042,AMER,Mozilla Firefox 108.0,53468.88,483.0,422.0,Mozilla,AMER
1043,AMER,Safari 14.1,45261.46,2818.0,2545.0,Safari,AMER
1044,AMER,Chrome Mobile 107.0,40618.44,2233.0,2070.0,Chrome,AMER
1045,AMER,Google Chrome 102.0,37752.77,670.0,587.0,Google,AMER
1046,AMER,Google Chrome 104.0,34918.98,718.0,626.0,Google,AMER
1047,AMER,Safari 15.4,31419.29,1501.0,1372.0,Safari,AMER
1048,AMER,Microsoft Edge 90.0,30585.12,89.0,78.0,Microsoft,AMER
1049,AMER,Safari 14.1.2,30425.78,488.0,439.0,Safari,AMER
1050,AMER,Opera 95.0,29397.14,1206.0,1130.0,Opera,AMER
1051,AMER,Mozilla Firefox 100.0,28866.88,48.0,34.0,Mozilla,AMER
1052,AMER,Google Chrome 101.0,28394.6,422.0,368.0,Google,AMER
1053,AMER,Opera 97.0,25256.82,2139.0,1936.0,Opera,AMER
1054,AMER,Safari 16.5,24149.18,596.0,543.0,Safari,AMER
1055,AMER,Safari 15.6.1,21993.23,1738.0,1552.0,Safari,AMER
1056,AMER,Samsung Browser 19.0,21180.01,2893.0,2710.0,Samsung,AMER
1057,AMER,Mozilla Firefox 105.0,20829.04,126.0,114.0,Mozilla,AMER
1058,AMER,Google Chrome 87.0,20084.49,1390.0,457.0,Google,AMER
1059,AMER,Google Chrome 93.0,19635.78,243.0,213.0,Google,AMER
1060,AMER,Microsoft Edge 104.0,17734.89,91.0,79.0,Microsoft,AMER
1061,AMER,Microsoft Edge 88.0,17534.05,9.0,7.0,Microsoft,AMER
1062,AMER,Google Chrome 99.0,16914.52,1347.0,1296.0,Google,AMER
1063,AMER,Mozilla Firefox 101.0,15296.0,37.0,29.0,Mozilla,AMER
1064,AMER,Safari 15.3,15215.42,930.0,853.0,Safari,AMER
1065,AMER,Google Chrome 91.0,14007.68,341.0,314.0,Google,AMER
1066,AMER,Chrome Mobile 94.0,12843.0,1406.0,1334.0,Chrome,AMER
1067,AMER,Chrome Mobile 106.0,10582.19,2635.0,2432.0,Chrome,AMER
1068,AMER,Chrome Mobile 108.0,9973.29,5552.0,4969.0,Chrome,AMER
1069,AMER,Safari 15.2,9592.93,552.0,488.0,Safari,AMER
1070,AMER,Safari 15.1,9090.83,601.0,558.0,Safari,AMER
1071,AMER,Firefox 111.2,8369.15,84.0,75.0,Firefox,AMER
1072,AMER,Mozilla Firefox 98.0,8322.56,21.0,20.0,Mozilla,AMER
1073,AMER,Google Chrome 96.0,7401.58,332.0,279.0,Google,AMER
1074,AMER,Chrome Mobile 88.0,6183.87,367.0,346.0,Chrome,AMER
1075,AMER,Google Chrome 94.0,6029.93,168.0,145.0,Google,AMER
1076,AMER,Opera 98.0,5877.5,216.0,203.0,Opera,AMER
1077,AMER,Samsung Browser 17.0,5799.98,184.0,173.0,Samsung,AMER
1078,AMER,Edge 114.0,5614.51,86.0,74.0,Edge,AMER
1079,AMER,Chrome Mobile 87.0,5103.97,1301.0,1225.0,Chrome,AMER
1080,AMER,Opera 96.0,5081.3,2261.0,2078.0,Opera,AMER
1081,AMER,Microsoft Edge 99.0,4924.2,48.0,38.0,Microsoft,AMER
1082,AMER,Safari 15.0,4681.3,395.0,353.0,Safari,AMER
1083,AMER,Safari 14.0,4162.0,997.0,900.0,Safari,AMER
1084,AMER,Chrome Mobile 86.0,4022.54,221.0,207.0,Chrome,AMER
1085,AMER,Firefox 111.1,3646.98,39.0,37.0,Firefox,AMER
1086,AMER,Chrome Mobile 95.0,3423.78,647.0,611.0,Chrome,AMER
1087,AMER,Safari 13.1,3227.25,715.0,632.0,Safari,AMER
1088,AMER,Chrome Mobile 104.0,3186.93,2739.0,2536.0,Chrome,AMER
1089,AMER,Chrome Mobile 103.0,3144.99,1674.0,1538.0,Chrome,AMER
1090,AMER,Microsoft Edge 92.0,3078.2,471.0,461.0,Microsoft,AMER
1091,AMER,Mozilla Firefox 56.0,2921.68,23.0,19.0,Mozilla,AMER
1092,AMER,Mozilla Firefox 78.0,2841.17,124.0,110.0,Mozilla,AMER
1093,AMER,Microsoft Edge 102.0,2828.42,64.0,57.0,Microsoft,AMER
1094,AMER,Microsoft Edge 105.0,2767.49,137.0,117.0,Microsoft,AMER
1095,AMER,Google Chrome 86.0,2529.35,833.0,749.0,Google,AMER
1096,AMER,Firefox 108.1,2468.0,5.0,5.0,Firefox,AMER
1097,AMER,Mozilla Firefox 93.0,2422.37,15.0,15.0,Mozilla,AMER
1098,AMER,Microsoft Edge 98.0,2252.64,27.0,27.0,Microsoft,AMER
1099,AMER,::other::,26056.81,99294.0,12107.0,other,AMER
1100,APJ:Consumer Online,Chrome 111.0,14997406.9,1364076.0,916602.0,Chrome,APJ
1101,APJ:Consumer Online,Google Chrome (unknown version),6936791.31,406527.0,253992.0,Google,APJ
1102,APJ:Consumer Online,Chrome 112.0,6786636.05,1097352.0,779318.0,Chrome,APJ
1103,APJ:Consumer Online,Chrome 110.0,5536702.66,561518.0,395515.0,Chrome,APJ
1104,APJ:Consumer Online,Google Chrome 109.0,5145853.71,391476.0,253302.0,Google,APJ
1105,APJ:Consumer Online,Safari 16.3,4824803.99,144699.0,96885.0,Safari,APJ
1106,APJ:Consumer Online,Edge 111.0,4673282.77,165727.0,97186.0,Edge,APJ
1107,APJ:Consumer Online,Edge 112.0,2987071.03,157864.0,91273.0,Edge,APJ
1108,APJ:Consumer Online,Safari,2830044.55,115222.0,98291.0,Safari,APJ
1109,APJ:Consumer Online,Edge 110.0,2520091.21,100831.0,64568.0,Edge,APJ
1110,APJ:Consumer Online,Safari 16.1,1801966.82,42977.0,29140.0,Safari,APJ
1111,APJ:Consumer Online,Microsoft Edge 109.0,1555702.31,72437.0,45881.0,Microsoft,APJ
1112,APJ:Consumer Online,Safari 16.2,1457549.95,47530.0,32341.0,Safari,APJ
1113,APJ:Consumer Online,Safari 15.6,1056531.18,29888.0,21524.0,Safari,APJ
1114,APJ:Consumer Online,Safari 16.4,1040385.5,56813.0,39098.0,Safari,APJ
1115,APJ:Consumer Online,Firefox 111.0,900333.74,38422.0,25321.0,Firefox,APJ
1116,APJ:Consumer Online,Safari 16.0,804648.44,20264.0,14509.0,Safari,APJ
1117,APJ:Consumer Online,Chrome 110.0,798456.81,116374.0,78793.0,Chrome,APJ
1118,APJ:Consumer Online,Chrome Mobile 109.0,794915.24,306114.0,214084.0,Chrome,APJ
1119,APJ:Consumer Online,Safari 0.8.2,674011.03,18952.0,12959.0,Safari,APJ
1120,APJ:Consumer Online,Firefox 110.0,460566.74,21584.0,14318.0,Firefox,APJ
1121,APJ:Consumer Online,Samsung Browser 20.0,393543.03,72981.0,55233.0,Samsung,APJ
1122,APJ:Consumer Online,Firefox 112.0,375185.71,25380.0,17446.0,Firefox,APJ
1123,APJ:Consumer Online,Mozilla Firefox 109.0,352805.67,22464.0,15243.0,Mozilla,APJ
1124,APJ:Consumer Online,Mozilla Firefox (unknown version),349142.73,16055.0,11170.0,Mozilla,APJ
1125,APJ:Consumer Online,Google Chrome 108.0,324789.12,36867.0,22990.0,Google,APJ
1126,APJ:Consumer Online,Safari 15.4,245741.05,4302.0,3168.0,Safari,APJ
1127,APJ:Consumer Online,Safari 15.5,235371.46,6632.0,4871.0,Safari,APJ
1128,APJ:Consumer Online,Safari 14.1,211975.87,5833.0,4268.0,Safari,APJ
1129,APJ:Consumer Online,Chrome Mobile 108.0,188666.67,149960.0,112827.0,Chrome,APJ
1130,APJ:Consumer Online,Safari 15.0,168704.22,1904.0,1217.0,Safari,APJ
1131,APJ:Consumer Online,Chrome 113.0,150631.75,17017.0,13157.0,Chrome,APJ
1132,APJ:Consumer Online,Google Chrome 86.0,146112.34,17168.0,9967.0,Google,APJ
1133,APJ:Consumer Online,Microsoft Edge 108.0,117181.69,9221.0,5487.0,Microsoft,APJ
1134,APJ:Consumer Online,Google Chrome 103.0,116818.9,22766.0,20555.0,Google,APJ
1135,APJ:Consumer Online,Safari 15.6.1,99511.1,1974.0,1398.0,Safari,APJ
1136,APJ:Consumer Online,Google Chrome 107.0,84820.86,7600.0,5468.0,Google,APJ
1137,APJ:Consumer Online,Mozilla Firefox 108.0,75741.23,1615.0,1176.0,Mozilla,APJ
1138,APJ:Consumer Online,Safari 14.0,69449.3,3246.0,2520.0,Safari,APJ
1139,APJ:Consumer Online,Safari 15.3,64268.99,2268.0,1609.0,Safari,APJ
1140,APJ:Consumer Online,Chrome Mobile 107.0,61042.26,75861.0,59034.0,Chrome,APJ
1141,APJ:Consumer Online,Chrome Mobile 100.0,57096.31,17590.0,14289.0,Chrome,APJ
1142,APJ:Consumer Online,Chrome Mobile 103.0,56502.65,97569.0,80897.0,Chrome,APJ
1143,APJ:Consumer Online,Google Chrome 106.0,53291.54,4859.0,3261.0,Google,APJ
1144,APJ:Consumer Online,Mozilla Firefox 102.0,48304.36,8848.0,6582.0,Mozilla,APJ
1145,APJ:Consumer Online,Safari 15.2,48222.48,1920.0,1479.0,Safari,APJ
1146,APJ:Consumer Online,Safari 15.1,47449.13,1484.0,1092.0,Safari,APJ
1147,APJ:Consumer Online,Google Chrome 98.0,45956.51,2725.0,1865.0,Google,APJ
1148,APJ:Consumer Online,Samsung Browser 19.0,45238.88,25285.0,19285.0,Samsung,APJ
1149,APJ:Consumer Online,Chrome Mobile 106.0,43189.95,64515.0,51422.0,Chrome,APJ
1150,APJ:Consumer Online,Chrome Mobile 105.0,42605.13,52075.0,42497.0,Chrome,APJ
1151,APJ:Consumer Online,Microsoft Edge 105.0,40688.18,738.0,484.0,Microsoft,APJ
1152,APJ:Consumer Online,Safari 13.1,40347.61,1500.0,1170.0,Safari,APJ
1153,APJ:Consumer Online,Safari (unknown version),39627.45,525.0,403.0,Safari,APJ
1154,APJ:Consumer Online,Google Chrome 104.0,38512.71,4303.0,2734.0,Google,APJ
1155,APJ:Consumer Online,Google Chrome 87.0,36658.39,6438.0,1886.0,Google,APJ
1156,APJ:Consumer Online,Microsoft Edge 97.0,36485.77,152.0,110.0,Microsoft,APJ
1157,APJ:Consumer Online,Google Chrome 105.0,33999.49,5274.0,3598.0,Google,APJ
1158,APJ:Consumer Online,Safari 14.1.2,33042.91,648.0,456.0,Safari,APJ
1159,APJ:Consumer Online,Google Chrome 102.0,32154.93,6166.0,5065.0,Google,APJ
1160,APJ:Consumer Online,Google Chrome 95.0,30304.33,2979.0,2040.0,Google,APJ
1161,APJ:Consumer Online,HeyTap Browser 40.8,29126.7,680.0,582.0,Browser,APJ
1162,APJ:Consumer Online,Chrome Mobile 104.0,28424.63,65492.0,52776.0,Chrome,APJ
1163,APJ:Consumer Online,Chrome Mobile 97.0,26012.62,55852.0,47677.0,Chrome,APJ
1164,APJ:Consumer Online,Opera 96.0,24697.24,3876.0,2563.0,Opera,APJ
1165,APJ:Consumer Online,Google Chrome 99.0,24051.89,8987.0,7715.0,Google,APJ
1166,APJ:Consumer Online,Microsoft Edge 107.0,23798.53,2340.0,1461.0,Microsoft,APJ
1167,APJ:Consumer Online,Opera 98.0,23713.72,775.0,563.0,Opera,APJ
1168,APJ:Consumer Online,Chrome Mobile 99.0,23126.39,51954.0,43220.0,Chrome,APJ
1169,APJ:Consumer Online,Opera 97.0,22251.59,4298.0,2758.0,Opera,APJ
1170,APJ:Consumer Online,Chrome Mobile 96.0,20978.03,30879.0,25656.0,Chrome,APJ
1171,APJ:Consumer Online,Chrome Mobile 102.0,20437.34,30638.0,26330.0,Chrome,APJ
1172,APJ:Consumer Online,Opera 95.0,20253.06,2438.0,1659.0,Opera,APJ
1173,APJ:Consumer Online,Google Chrome 100.0,19096.39,2339.0,1400.0,Google,APJ
1174,APJ:Consumer Online,Chrome Mobile 98.0,18693.99,14095.0,11710.0,Chrome,APJ
1175,APJ:Consumer Online,Google Chrome 97.0,18497.5,4423.0,3896.0,Google,APJ
1176,APJ:Consumer Online,Google Chrome 92.0,18076.98,2572.0,1368.0,Google,APJ
1177,APJ:Consumer Online,Chrome Mobile 87.0,17831.68,131433.0,114903.0,Chrome,APJ
1178,APJ:Consumer Online,Chrome Mobile 86.0,17375.65,8741.0,7549.0,Chrome,APJ
1179,APJ:Consumer Online,Microsoft Edge 100.0,16539.71,2166.0,1795.0,Microsoft,APJ
1180,APJ:Consumer Online,Google Chrome 96.0,16151.92,4182.0,3393.0,Google,APJ
1181,APJ:Consumer Online,Safari 13.1.2,15198.35,363.0,243.0,Safari,APJ
1182,APJ:Consumer Online,Microsoft Edge 106.0,13722.13,799.0,534.0,Microsoft,APJ
1183,APJ:Consumer Online,Amazon Silk 110.2,13624.61,123.0,88.0,Amazon,APJ
1184,APJ:Consumer Online,Chrome Mobile 101.0,13521.04,26007.0,21855.0,Chrome,APJ
1185,APJ:Consumer Online,Safari 16.5,13175.41,1685.0,1194.0,Safari,APJ
1186,APJ:Consumer Online,Sleipnir 6.4,12984.73,98.0,44.0,Sleipnir,APJ
1187,APJ:Consumer Online,Huawei Browser 13.0,11467.84,5282.0,3210.0,Huawei,APJ
1188,APJ:Consumer Online,Sleipnir 3.7,11066.47,80.0,53.0,Sleipnir,APJ
1189,APJ:Consumer Online,Google Chrome 94.0,11023.65,1356.0,839.0,Google,APJ
1190,APJ:Consumer Online,Amazon Silk 108.2,10526.6,180.0,131.0,Amazon,APJ
1191,APJ:Consumer Online,Whale 1.0,10447.97,668.0,488.0,Whale,APJ
1192,APJ:Consumer Online,Chrome Mobile 91.0,9883.49,57284.0,50380.0,Chrome,APJ
1193,APJ:Consumer Online,Opera Mobile 73.3,9863.45,1353.0,936.0,Opera,APJ
1194,APJ:Consumer Online,Microsoft Edge 92.0,9799.27,8391.0,7431.0,Microsoft,APJ
1195,APJ:Consumer Online,QQ Browser 11.6,9238.93,1149.0,792.0,QQ,APJ
1196,APJ:Consumer Online,Chrome Mobile 90.0,9106.61,29681.0,25672.0,Chrome,APJ
1197,APJ:Consumer Online,Chrome 114.0,8219.2,612.0,404.0,Chrome,APJ
1198,APJ:Consumer Online,Sleipnir 4.7,8110.05,107.0,61.0,Sleipnir,APJ
1199,APJ:Consumer Online,::other::,379645.45,743303.0,343452.0,other,APJ
1200,EMEA:Consumer Online,Chrome 111.0,9408211.0,453847.0,248354.0,Chrome,EMEA
1201,EMEA:Consumer Online,Chrome 112.0,6196470.27,256108.0,140579.0,Chrome,EMEA
1202,EMEA:Consumer Online,Google Chrome (unknown version),4965113.39,272753.0,152903.0,Google,EMEA
1203,EMEA:Consumer Online,Google Chrome 109.0,4359225.65,158763.0,94083.0,Google,EMEA
1204,EMEA:Consumer Online,Chrome 110.0,3859920.89,192574.0,124132.0,Chrome,EMEA
1205,EMEA:Consumer Online,Safari 16.3,3227398.76,69483.0,47304.0,Safari,EMEA
1206,EMEA:Consumer Online,Edge 111.0,2311401.57,129833.0,62542.0,Edge,EMEA
1207,EMEA:Consumer Online,Edge 112.0,2303176.86,117589.0,53139.0,Edge,EMEA
1208,EMEA:Consumer Online,Edge 110.0,1458316.4,79893.0,44758.0,Edge,EMEA
1209,EMEA:Consumer Online,Firefox 111.0,1445462.44,48591.0,25616.0,Firefox,EMEA
1210,EMEA:Consumer Online,Microsoft Edge 109.0,1357055.67,48450.0,25512.0,Microsoft,EMEA
1211,EMEA:Consumer Online,Firefox 112.0,933388.81,26666.0,14692.0,Firefox,EMEA
1212,EMEA:Consumer Online,Safari 16.2,932912.69,19963.0,14410.0,Safari,EMEA
1213,EMEA:Consumer Online,Safari 16.1,930156.35,21610.0,15465.0,Safari,EMEA
1214,EMEA:Consumer Online,Firefox 110.0,898914.73,30241.0,17145.0,Firefox,EMEA
1215,EMEA:Consumer Online,Safari 16.4,891463.16,22548.0,15092.0,Safari,EMEA
1216,EMEA:Consumer Online,Safari 0.8.2,860966.06,11750.0,8001.0,Safari,EMEA
1217,EMEA:Consumer Online,Chrome 110.0,815806.57,33635.0,24785.0,Chrome,EMEA
1218,EMEA:Consumer Online,Samsung Browser 20.0,799112.96,21944.0,14378.0,Samsung,EMEA
1219,EMEA:Consumer Online,Mozilla Firefox 109.0,771880.86,24226.0,14428.0,Mozilla,EMEA
1220,EMEA:Consumer Online,Safari 15.6,613951.35,12715.0,9404.0,Safari,EMEA
1221,EMEA:Consumer Online,Mozilla Firefox (unknown version),607542.54,24112.0,14390.0,Mozilla,EMEA
1222,EMEA:Consumer Online,Chrome Mobile 109.0,521056.33,37238.0,26548.0,Chrome,EMEA
1223,EMEA:Consumer Online,Safari,502196.79,14314.0,12011.0,Safari,EMEA
1224,EMEA:Consumer Online,Safari 16.0,428406.93,10573.0,7841.0,Safari,EMEA
1225,EMEA:Consumer Online,Google Chrome 108.0,336191.12,13972.0,8173.0,Google,EMEA
1226,EMEA:Consumer Online,Google Chrome 105.0,183839.0,2665.0,1677.0,Google,EMEA
1227,EMEA:Consumer Online,Google Chrome 104.0,156703.18,1386.0,814.0,Google,EMEA
1228,EMEA:Consumer Online,Chrome 113.0,153435.4,7076.0,4982.0,Chrome,EMEA
1229,EMEA:Consumer Online,Safari 15.5,151279.58,2429.0,1781.0,Safari,EMEA
1230,EMEA:Consumer Online,Mozilla Firefox 102.0,145868.81,11136.0,4663.0,Mozilla,EMEA
1231,EMEA:Consumer Online,Google Chrome 107.0,137944.65,3926.0,2046.0,Google,EMEA
1232,EMEA:Consumer Online,Google Chrome 106.0,135634.38,2372.0,1273.0,Google,EMEA
1233,EMEA:Consumer Online,Google Chrome 103.0,120388.12,2421.0,1392.0,Google,EMEA
1234,EMEA:Consumer Online,Google Chrome 101.0,120213.96,11007.0,10811.0,Google,EMEA
1235,EMEA:Consumer Online,Google Chrome 102.0,119930.51,1240.0,740.0,Google,EMEA
1236,EMEA:Consumer Online,Safari 14.1,119264.4,2102.0,1596.0,Safari,EMEA
1237,EMEA:Consumer Online,Samsung Browser 19.0,103640.55,3957.0,2669.0,Samsung,EMEA
1238,EMEA:Consumer Online,Opera 95.0,103516.4,3390.0,2161.0,Opera,EMEA
1239,EMEA:Consumer Online,Chrome Mobile 108.0,102472.31,7113.0,5100.0,Chrome,EMEA
1240,EMEA:Consumer Online,Safari 15.6.1,98322.28,1071.0,806.0,Safari,EMEA
1241,EMEA:Consumer Online,Safari 15.4,97847.96,1363.0,1037.0,Safari,EMEA
1242,EMEA:Consumer Online,Opera 96.0,92651.63,6085.0,3469.0,Opera,EMEA
1243,EMEA:Consumer Online,Google Chrome 100.0,90360.97,1217.0,702.0,Google,EMEA
1244,EMEA:Consumer Online,Opera 97.0,76729.77,5513.0,3099.0,Opera,EMEA
1245,EMEA:Consumer Online,Microsoft Edge 108.0,75651.03,4268.0,2410.0,Microsoft,EMEA
1246,EMEA:Consumer Online,Safari 15.1,64298.66,643.0,446.0,Safari,EMEA
1247,EMEA:Consumer Online,Safari 14.0,53602.17,863.0,696.0,Safari,EMEA
1248,EMEA:Consumer Online,Chrome Mobile 103.0,49583.07,1780.0,1339.0,Chrome,EMEA
1249,EMEA:Consumer Online,Safari 15.3,47681.85,836.0,597.0,Safari,EMEA
1250,EMEA:Consumer Online,Chrome Mobile 107.0,44211.83,3219.0,2194.0,Chrome,EMEA
1251,EMEA:Consumer Online,Mozilla Firefox 108.0,43844.2,1529.0,868.0,Mozilla,EMEA
1252,EMEA:Consumer Online,Safari 14.1.2,35590.33,274.0,230.0,Safari,EMEA
1253,EMEA:Consumer Online,Safari 15.2,33125.62,515.0,367.0,Safari,EMEA
